CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
2029-1/00;Atividade;Fabricação de matérias corantes de origem vegetal ou animal e preparações;C-04-09-1;Produção de óleos, gorduras e ceras em bruto, de óleos essenciais, corantes vegetais e animais e outros produtos da destilação da madeira, exceto refinação de óleos e gorduras alimentares;Licença ambiental;III
2029-1/00;Atividade;Fabricação de pigmentos orgânicos de origem animal, vegetal ou sintética em forma básica ou concentrada;C-04-09-1;Produção de óleos, gorduras e ceras em bruto, de óleos essenciais, corantes vegetais e animais e outros produtos da destilação da madeira, exceto refinação de óleos e gorduras alimentares;Licença ambiental;III
2093-2/00;Atividade;Fabricação de aromas e essências sintéticas;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de aromas e fragrâncias sintéticas;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de essências e concentrados aromáticos artificiais;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de misturas de substâncias aromáticas utilizadas como matéria básica para indústrias, exceto para as indústrias alimentar e de bebidas;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de aromas e fragrâncias sintéticas;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de essências e fragrâncias sintéticas;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2093-2/00;Atividade;Fabricação de misturas de substâncias odoríferas para usos industriais;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de corantes de origem mineral;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de corantes inorgânicos de origem mineral ou sintética em forma básica ou concentrada;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de terra corante (pigmento);C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de terras corantes;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de corantes ao enxofre;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de corantes ácidos normais;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;Fabricação de corantes ácidos pré-metalizados;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2019-3/99 ;Atividade;"Fabricação de preparações corantes de outros tipos; produtos inorgânicos utilizados como luminoforos";C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2061-4/00;Subclasse;Fabricação de sabões e detergentes sintéticos;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2062-2/00;Subclasse;Fabricação de produtos de limpeza e polimento;C-04-10-3;Fabricação de aromatizantes e corantes de origem mineral ou sintéticos e/ou sabões e detergentes e/ou preparados para limpeza e polimento;Licença Ambiental ou Dispensa;II
2052-5/00;Subclasse;Fabricação de desinfestantes domissanitários;C-04-13-8;Fabricação de produtos domissanitários, exceto sabões e detergentes;Licença Ambiental ou Dispensa;II
2051-7/00;Subclasse;Fabricação de defensivos agrícolas;C-04-14-6;Fabricação de agrotóxicos e afins;Licença ambiental;III
2029-1/00;Atividade;Fabricação de intermediários para farmoquímicos, defensivos agrícolas e aditivos em geral ;C-04-14-6;Fabricação de agrotóxicos e afins;Licença ambiental;III
2071-1/00;Subclasse;Fabricação de tintas, vernizes, esmaltes e lacas;C-04-15-4;Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes;Licença ambiental;III
2072-0/00;Subclasse;Fabricação de tintas de impressão;C-04-15-4;Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes;Licença ambiental;III
2073-8/00;Subclasse;Fabricação de impermeabilizantes, solventes e produtos afins;C-04-15-4;Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes;Licença ambiental;III
2012-6/00;Atividade;Fabricação de ácido sulfúrico;C-04-16-2;Fabricação de ácido sulfúrico a partir de enxofre elementar, inclusive quando associada à produção de fertilizantes;Licença ambiental;III
2012-6/00;Atividade;Fabricação oleum (ácido sulfúrico fumante);C-04-16-2;Fabricação de ácido sulfúrico a partir de enxofre elementar, inclusive quando associada à produção de fertilizantes;Licença ambiental;III
2012-6/00;Atividade;Fabricação de ácido fosfórico utilizado na preparação de adubos e fertilizantes;C-04-17-0;Fabricação de ácido fosfórico;Licença ambiental;III
2012-6/00;Atividade;Fabricação de amoníaco liquefeito;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de amônia (amoníaco liquefeito);C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de cianamida calcica;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de cloreto de potássio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de escorias de desfosforação;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de fosfato diamônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de fosfato monoamônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de fosfatos de amônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de fosfatos de triamônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de hexametafosfato;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de intermediários para adubos químicos;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de intermediários para fertilizantes químicos;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de misturas de nitrato de amônio com carbonato de cálcio ou com outras matérias inorgânicas desprovidas de poder fertilizante;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de misturas de ureia com nitrato de amônio em soluções aquosas ou amoniacais;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de nitrato de amônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de nitrato de sódio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de nitrocálcio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de sais duplos e misturas, de nitrato de cálcio e nitrato de amônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de sais duplos e misturas, de sulfato de amônio e nitrato de amônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de salitre;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de sulfato de amônio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de sulfato de potássio;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de superfosfato simples;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de superfosfato triplo;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de superfosfatos concentrados;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de superfosfatos duplo e triplo;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de trifosfatos;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de uréia;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de ácido nítrico;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2012-6/00;Atividade;Fabricação de ácidos nítrico e sulfonitricos;C-04-18-9;Fabricação de produtos intermediários para fins fertilizantes (uréia, nitratos de amônio (NA e CAN), fosfatos de amônio (DAP e MAP) e fosfatos (SSP e TSP);Licença ambiental;III
2013-4/01;Subclasse;Fabricação de adubos e fertilizantes organominerais;C-04-19-7;Formulação de adubos e fertilizantes;Licença ambiental;III
2013-4/02;Subclasse;Fabricação de adubos e fertilizantes, exceto organominerais;C-04-19-7;Formulação de adubos e fertilizantes;Licença ambiental;III
2012-6/00;Atividade;Fabricação de ácido sulfúrico;C-04-20-0;Fabricação de ácido sulfúrico não associada a enxofre elementar;Licença ambiental;III
3299-0/06;Subclasse;Fabricação de velas, inclusive decorativas;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
1922-5/99;Subclasse;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
1932-2/00;Atividade;Fabricação de biocombustíveis;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Subclasse;Fabricação de produtos químicos orgânicos não especificados anteriormente;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Atividade;Produção de creosoto de madeira;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Atividade;Fabricação de óleo de creosoto;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Atividade;Fabricação de óleos e produtos da destilação do alcatrão de hulha e de outros alcatrões minerais (benzóis, naftaleno, creosoto, toluóis, xilóis);C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2093-2/00;Atividade;Fabricação de preparações químicas para tratamento da madeira;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2019-3/99 ;Subclasse;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Subclasse;Fabricação de produtos químicos orgânicos não especificados anteriormente;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2029-1/00;Subclasse;Fabricação de produtos químicos orgânicos não especificados anteriormente;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2093-2/00;Atividade;Fabricação de dispersantes;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2099-1/99;Subclasse;Fabricação de outros produtos químicos não especificados anteriormente;C-04-21-9;Fabricação de outros produtos químicos não especificados ou não classificados;Licença ambiental;III
2110-6/00;Subclasse;Fabricação de produtos farmoquímicos;C-05-01-0;Fabricação de produtos para diagnósticos com sangue e hemoderivados, farmoquímicos (matéria-prima e princípios ativos), vacinas, produtos biológicos e/ou aqueles provenientes de organismos geneticamente modificados;Licença ambiental;III
2110-6/00;Subclasse;Fabricação de produtos farmoquímicos;C-05-01-0;Fabricação de produtos para diagnósticos com sangue e hemoderivados, farmoquímicos (matéria-prima e princípios ativos), vacinas, produtos biológicos e/ou aqueles provenientes de organismos geneticamente modificados;Licença ambiental;III
2110-6/00;Subclasse;Fabricação de produtos farmoquímicos;C-05-01-0;Fabricação de produtos para diagnósticos com sangue e hemoderivados, farmoquímicos (matéria-prima e princípios ativos), vacinas, produtos biológicos e/ou aqueles provenientes de organismos geneticamente modificados;Licença ambiental;III
2110-6/00;Subclasse;Fabricação de produtos farmoquímicos;C-05-01-0;Fabricação de produtos para diagnósticos com sangue e hemoderivados, farmoquímicos (matéria-prima e princípios ativos), vacinas, produtos biológicos e/ou aqueles provenientes de organismos geneticamente modificados;Licença ambiental;III
2099-1/99;Atividade;Fabricação de reagentes de diagnóstico ou de laboratório;C-05-01-0;Fabricação de produtos para diagnósticos com sangue e hemoderivados, farmoquímicos (matéria-prima e princípios ativos), vacinas, produtos biológicos e/ou aqueles provenientes de organismos geneticamente modificados;Licença ambiental;III
2121-1/01;Subclasse;Fabricação de medicamentos alopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/01;Subclasse;Fabricação de medicamentos alopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/01;Subclasse;Fabricação de medicamentos alopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/01;Subclasse;Fabricação de medicamentos alopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/02;Subclasse;Fabricação de medicamentos homeopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/02;Subclasse;Fabricação de medicamentos homeopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/02;Subclasse;Fabricação de medicamentos homeopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/02;Subclasse;Fabricação de medicamentos homeopáticos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/03;Subclasse;Fabricação de medicamentos fitoterápicos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/03;Subclasse;Fabricação de medicamentos fitoterápicos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/03;Subclasse;Fabricação de medicamentos fitoterápicos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2121-1/03;Subclasse;Fabricação de medicamentos fitoterápicos para uso humano;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2122-0/00;Subclasse;Fabricação de medicamentos para uso veterinário;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2122-0/00;Subclasse;Fabricação de medicamentos para uso veterinário;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2122-0/00;Subclasse;Fabricação de medicamentos para uso veterinário;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2122-0/00;Subclasse;Fabricação de medicamentos para uso veterinário;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2123-8/00;Subclasse;Fabricação de preparações farmacêuticas;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2123-8/00;Subclasse;Fabricação de preparações farmacêuticas;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2123-8/00;Subclasse;Fabricação de preparações farmacêuticas;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2123-8/00;Subclasse;Fabricação de preparações farmacêuticas;C-05-02-9;Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação;Licença ambiental;III
2063-1/00;Subclasse;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;C-06-01-7;Fabricação de produtos de perfumaria e cosméticos;Licença ambiental;III
2063-1/00;Subclasse;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;C-06-01-7;Fabricação de produtos de perfumaria e cosméticos;Licença ambiental;III
2221-8/00;Subclasse;Fabricação de laminados planos e tubulares de material plástico;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2222-6/00;Subclasse;Fabricação de embalagens de material plástico;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2223-4/00;Subclasse;Fabricação de tubos e acessórios de material plástico para uso na construção;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2229-3/01;Subclasse;Fabricação de artefatos de material plástico para uso pessoal de doméstico;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2229-3/02;Subclasse;Fabricação de artefatos de material plástico para usos industriais;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2229-3/03;Subclasse;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2229-3/99;Subclasse;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;C-07-01-3;Moldagem de termoplástico não organoclorado;Licença Ambiental ou Dispensa;II
2221-8/00;Subclasse;Fabricação de laminados planos e tubulares de material plástico;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2222-6/00;Subclasse;Fabricação de embalagens de material plástico;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2223-4/00;Subclasse;Fabricação de tubos e acessórios de material plástico para uso na construção;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2229-3/01;Subclasse;Fabricação de artefatos de material plástico para uso pessoal de doméstico;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2229-3/02;Subclasse;Fabricação de artefatos de material plástico para usos industriais;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2229-3/03;Subclasse;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2229-3/99;Subclasse;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;C-07-05-6;Moldagem de termoplástico organoclorado, sem a utilização de matéria-prima reciclada ou com a utilização de matéria-prima reciclada a seco ;Licença Ambiental ou Dispensa;II
2221-8/00;Subclasse;Fabricação de laminados planos e tubulares de material plástico;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2222-6/00;Subclasse;Fabricação de embalagens de material plástico;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2223-4/00;Subclasse;Fabricação de tubos e acessórios de material plástico para uso na construção;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2229-3/01;Subclasse;Fabricação de artefatos de material plástico para uso pessoal de doméstico;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2229-3/02;Subclasse;Fabricação de artefatos de material plástico para usos industriais;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2229-3/03;Subclasse;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
2229-3/99;Subclasse;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;C-07-06-4;Moldagem de termofixo ou endurente;Licença ambiental ou Dispensa;II
1311-1/00;Atividade;Beneficiamento de (em estabelecimento não agrícola) algodão cardado, penteado, etc.;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Descaroçamento de (em estabelecimento não agrícola) algodão;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Produção de algodão cardado ou penteado;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de algodão em pasta;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de algodão em pluma;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Desperdícios do beneficiamento do algodão;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de fibra de algodão moldada, para estofamento (mantas de línteres, etc.);C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
